"LAKE_ID","probability","SITE_ID","seg_id","site_id","sample_id","info_type","depth","date","fraction","parameter","method_speciation","value","units","quantitation_limit","validator_qualifiers","interpreted_qualifiers","result_type","data_provider","replicate"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.028,2020-09-30,NA,"specific conductance","none",527.8,"us/cm",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.884,2020-09-30,NA,"dissolved oxygen saturation","none",10.9,"percent",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"chlorophyll a (probe) concentration, total","none",20,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.027,2020-09-30,NA,"phycocyanin (probe)","none",1.51,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,"dissolved","dissolved_oxygen","none",4.39,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.168,2020-09-30,NA,"phycocyanin (probe)","none",1.42,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","alkalinity, total (as caco3)","none",118,"mg/l",2,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","phosphorus","none",35,"ug/l",0.005,"t",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.895,2020-09-30,NA,"phycocyanin (probe)","none",1.41,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","ammonia","as N",303,"ug/l",0.01,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",3.907,2020-09-30,"dissolved","dissolved_oxygen","none",6.75,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","phosphorus","none",28.4,"ug/l",0.005,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,"dissolved","dissolved_oxygen","none",4.18,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.895,2020-09-30,"dissolved","dissolved_oxygen","none",6.89,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.027,2020-09-30,NA,"specific conductance","none",536,"us/cm",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","alkalinity, total (as caco3)","none",117,"mg/l",2,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_sd_2020-09-30","sd",NA,2020-09-30,NA,"depth, secchi disk depth","none",0.44,"m",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"ph for color analysis","none",7.71,"ph_units",NA,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.805,2020-09-30,NA,"phycocyanin (probe)","none",1.32,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",1.935,2020-09-30,"dissolved","dissolved_oxygen","none",6.84,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.884,2020-09-30,NA,"phycocyanin (probe)","none",0.44,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.027,2020-09-30,"none","temperature","none",18.7777777777778,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",1.935,2020-09-30,NA,"chlorophyll a (probe)","none",0.64,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.895,2020-09-30,"none","temperature","none",18.7777777777778,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.027,2020-09-30,NA,"chlorophyll a (probe)","none",0.66,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.87,2020-09-30,"dissolved","dissolved_oxygen","none",1.56,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","hardness","none",138,"mg/l",6.62,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,"total","ph","none",7.24,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","chlorophyll_a","none",4.96,"ug/l",0.64,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,NA,"ph for color analysis","none",7.48,"ph_units",NA,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.909,2020-09-30,NA,"phycocyanin (probe)","none",1.23,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.028,2020-09-30,NA,"phycocyanin (probe)","none",0.65,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.884,2020-09-30,NA,"chlorophyll a (probe)","none",0.63,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.891,2020-09-30,NA,"phycocyanin (probe)","none",1.16,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.87,2020-09-30,"none","temperature","none",17.8333333333333,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"chlorophyll a (probe) concentration, cryptophyta (cryptophytes)","none",0,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.884,2020-09-30,"none","temperature","none",17.7222222222222,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"chlorophyll a (probe) concentration, dinophyta (diatoms)","none",1,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"chlorophyll a (probe) concentration, dinophyta (diatoms)","none",0,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.168,2020-09-30,NA,"specific conductance","none",538.1,"us/cm",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"cylindrospermopsin","none",NA,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.884,2020-09-30,"dissolved","dissolved_oxygen","none",1.04,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",1.935,2020-09-30,NA,"phycocyanin (probe)","none",1.22,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.909,2020-09-30,"dissolved","dissolved_oxygen","none",6.81,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.878,2020-09-30,"dissolved","dissolved_oxygen","none",5.44,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,NA,"oxidation reduction potential (orp)","none",191.1,"mv",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.878,2020-09-30,NA,"oxidation reduction potential (orp)","none",191.3,"mv",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"chlorophyll a (probe) concentration, chlorophyte (green algae)","none",2,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",3.907,2020-09-30,"none","temperature","none",18.7777777777778,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.805,2020-09-30,"none","temperature","none",18.7777777777778,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",1.935,2020-09-30,"total","ph","none",7.41,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.168,2020-09-30,NA,"chlorophyll a (probe)","none",0.63,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","ammonia","as N",192,"ug/l",0.01,"j","estimated value due to equipment blank error","lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.884,2020-09-30,"total","ph","none",7,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.028,2020-09-30,"dissolved","dissolved_oxygen","none",8.16,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,NA,"oxidation reduction potential (orp)","none",190.7,"mv",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,"none","temperature","none",18.4444444444444,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.909,2020-09-30,"none","temperature","none",18.7777777777778,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",3.907,2020-09-30,NA,"phycocyanin (probe)","none",1.11,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.891,2020-09-30,"dissolved","dissolved_oxygen","none",6.8,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"chlorophyll a (probe) concentration, cyanobacteria (bluegreen)","none",18,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.895,2020-09-30,"total","ph","none",7.4,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.028,2020-09-30,"none","temperature","none",19.2222222222222,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.87,2020-09-30,NA,"dissolved oxygen saturation","none",16.5,"percent",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,"total","ph","none",7.25,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","hardness","none",139,"mg/l",6.62,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.168,2020-09-30,"none","temperature","none",18.7777777777778,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"anatoxin-a","none",NA,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,"none","temperature","none",18.4444444444444,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","arsenic","none",1.9,"ug/l",1,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.805,2020-09-30,"dissolved","dissolved_oxygen","none",6.94,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.878,2020-09-30,NA,"phycocyanin (probe)","none",0.68,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.805,2020-09-30,"total","ph","none",7.4,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.87,2020-09-30,NA,"chlorophyll a (probe)","none",0.63,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",3.907,2020-09-30,NA,"chlorophyll a (probe)","none",0.66,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,NA,"specific conductance","none",540.1,"us/cm",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","arsenic","none",1.7,"ug/l",1,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.878,2020-09-30,NA,"chlorophyll a (probe)","none",0.5,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"dissolved","carbon, dissolved organic (doc)","none",6.5,"mg/l",1,"r","result should be less than the total","lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","carbon, total organic","none",6.2,"mg/l",1,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.891,2020-09-30,NA,"chlorophyll a (probe)","none",0.62,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.891,2020-09-30,NA,"oxidation reduction potential (orp)","none",192.5,"mv",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","sulfate","none",21400,"ug/l",2,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"dissolved","phosphorus, dissolved","none",0.0086,"mg/l",0.005,"r","equipment blank error","lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.878,2020-09-30,NA,"specific conductance","none",540,"us/cm",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.027,2020-09-30,"dissolved","dissolved_oxygen","none",7.52,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.028,2020-09-30,NA,"dissolved oxygen saturation","none",88.6,"percent",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,NA,"phycocyanin (probe)","none",0.21,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,NA,"chlorophyll a (probe)","none",0.39,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.87,2020-09-30,NA,"specific conductance","none",550.5,"us/cm",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,NA,"chlorophyll a (probe) concentration, cyanobacteria (bluegreen)","none",16,"ug/l",NA,NA,NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"dissolved","phosphorus, dissolved","none",0.0076,"mg/l",0.005,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.884,2020-09-30,NA,"oxidation reduction potential (orp)","none",164.5,"mv",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,NA,"dissolved oxygen saturation","none",44.6,"percent",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,NA,"phycocyanin (probe)","none",0.16,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,NA,"phycocyanin (probe)","none",0.21,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","iron","none",577,"ug/l",100,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.805,2020-09-30,NA,"specific conductance","none",538.9,"us/cm",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.87,2020-09-30,NA,"phycocyanin (probe)","none",0.43,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.887,2020-09-30,NA,"phycocyanin (probe)","none",0.16,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","calcium","none",45.4,"mg/l",1000,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.891,2020-09-30,"total","ph","none",7.42,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",2.909,2020-09-30,NA,"oxidation reduction potential (orp)","none",193.3,"mv",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_bs_2020-09-30","bs",NA,2020-09-30,"total","sulfate","none",21400,"ug/l",2,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","nitrate_nitrite","as N",84.9,"ug/l",0.002,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.028,2020-09-30,NA,"chlorophyll a (probe)","none",0.21,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,NA,"chlorophyll a (probe)","none",0.38,"rfu",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.168,2020-09-30,NA,"dissolved oxygen saturation","none",76.5,"percent",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"dissolved","carbon, dissolved organic (doc)","none",5.8,"mg/l",1,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.895,2020-09-30,NA,"chlorophyll a (probe)","none",2.72,"ug/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_ow_2020-09-30","ow",NA,2020-09-30,"total","carbon, total organic","none",6,"mg/l",1,"a",NA,"lab","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.028,2020-09-30,"total","ph","none",7.37,"ph_units",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",1.935,2020-09-30,"none","temperature","none",18.7777777777778,"deg_c",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",5.87,2020-09-30,NA,"oxidation reduction potential (orp)","none",179,"mv",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",0.168,2020-09-30,"dissolved","dissolved_oxygen","none",7.12,"mg/l",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",-0.027,2020-09-30,NA,"dissolved oxygen saturation","none",80.8,"percent",NA,NA,NA,"in-situ","lci","1"
"0104gre5309","yes","LAK20_NY-10018","0101-0038","0104gre5309_dh","0104gre5309_dh_dp_2020-09-30","dp",4.886,2020-09-30,NA,"specific conductance","none",540.2,"us/cm",NA,NA,NA,"in-situ","lci","1"
