"parameter","fraction","units","seg_id","site_id","sample_id","replicate","date","info_type","result_type","data_provider","depth","sample_method","method_speciation","value","quantitation_limit","validator_qualifiers","interpreted_qualifiers"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20150906T094500","1",2015-09-06,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",37,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20190615T092000","1",2019-06-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",38.8,0.03,"A","Accepted"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20210710T093200","1",2021-07-10,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,0.03,"A","Accepted"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20100815T113000","1",2010-08-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",25,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20230822T173000","1",2023-08-22,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",16,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503ERW0023B_DH","0503ERW0023B_DH_20180710T115500","1",2018-07-10,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",14.5,0.005,"A","Accepted"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20130901T110500","1",2013-09-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",14,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20210807T092500","1",2021-08-07,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.015,0.03,"A","Accepted"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20140803T104500","1",2014-08-03,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",17,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20170810T094500","1",2017-08-10,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",169,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503UWB5183_DH","0503UWB5183_DH_20180613T095000","1",2018-06-13,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.005,"U","Non-detect"
"ammonia","total","ug/l","1401-9999","1401WHI0117_DH","1401WHI0117_DH_20100713T000000","1",2010-07-12,"ow","lab","NYSDEC",NA,"unknown","as n",23,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0501-9999","0501UWB5107_DH","0501UWB5107_DH_20180711T094500","1",2018-07-11,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",12.3,0.005,"A","Accepted"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20100906T190000","1",2010-09-06,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",49,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20150919T151500","1",2015-09-19,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",37,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301THE1027_DH","1301THE1027_DH_20180726T093452","1",2018-07-26,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",436,0.05,"A","Accepted"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20150627T142200","1",2015-06-27,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",94,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503UWB5183_DH","0503UWB5183_DH_20180613T095000","1",2018-06-13,"dp","lab","NYSDEC",NA,"probe/sensor","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20100905T100500","1",2010-09-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",106,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306UWB0464B_C","1306UWB0464B_C_20200823T080000","1",2020-08-23,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",74.1,0.03,"A","Accepted"
"ammonia","total","ug/l","1301-9999","1301PUD5194_DH","1301PUD5194_DH_20180717T093600","1",2018-07-17,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",5.2,0.005,"A","Accepted"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20110625T090000","1",2011-06-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",19,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306GLE0668_DH","1306GLE0668_DH_20130716T194919","1",2013-07-16,"dp","lab","NYSDEC",NA,"probe/sensor","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20100725T090900","1",2010-07-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",34,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20150712T120500","1",2015-07-12,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",48,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20210809T092000","1",2021-08-09,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.015,0.03,"A","Accepted"
"ammonia","total","ug/l","0402-9999","0402DEW5227_DH","0402DEW5227_DH_20110913T024500","1",2011-09-12,"ow","lab","NYSDEC",NA,"unknown","as n",0,NA,"U","Non-detect"
"ammonia","total","ug/l","0501-9999","0501LOW0021_DH","0501LOW0021_DH_20180807T100000","1",2018-08-07,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",6.9,0.005,"A","Accepted"
"ammonia","total","ug/l","0101-9999","0101DEL0025_DH","0101DEL0025_DH_20160920T160000","1",2016-09-20,"dp","lab","NYSDEC",NA,"probe/sensor","as n",22.3,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1104-9999","1104MUD0630_SESL","1104MUD0630_SESL_20160810T150000","1",2016-08-10,"ow","lab","NYSDEC",NA,"water_bottle","as n",6.5,0.005,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20101002T164500","1",2010-10-02,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",285,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20190727T101700","1",2019-07-27,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",92,0.03,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20100615T091400","1",2010-06-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",23,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301PUD5194_DH","1301PUD5194_DH_20180814T112000","1",2018-08-14,"dp","lab","NYSDEC",NA,"probe/sensor","as n",41.7,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20220828T093000","1",2022-08-28,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",26.345,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1307-9999","1307SAU0834_DH","1307SAU0834_DH_20230620T095000","1",2023-06-20,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","1302-9999","1302BLU0122A_C","1302BLU0122A_C_20140629T101500","1",2014-06-29,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",33,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20100701T091000","1",2010-07-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",19,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20200926T094500","1",2020-09-26,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",32.9,0.03,"A","Accepted"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20110911T191500","1",2011-09-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",46,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306MIL0515_DH","1306MIL0515_DH_20180813T155000","1",2018-08-13,"dp","lab","NYSDEC",NA,"probe/sensor","as n",121,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20140801T093000","1",2014-08-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",19,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1401-9999","1401WHI0117_C","1401WHI0117_C_20230625T081500","1",2023-06-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",76.291,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20120922T092000","1",2012-09-22,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",21,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20220709T091500","1",2022-07-09,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",87.452,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306BIN0735_DH","1306BIN0735_DH_20180620T153300","1",2018-06-20,"dp","lab","NYSDEC",NA,"probe/sensor","as n",10.5,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20160617T000000","1",2016-06-16,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",33,56,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20120715T123000","1",2012-07-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",19,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20190824T102800","1",2019-08-24,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",32.3,0.03,"A","Accepted"
"ammonia","total","ug/l","1401-9999","1401WHI0117_C","1401WHI0117_C_20230806T082500","1",2023-08-06,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",23.865,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0403-9999","0403AND0164_DH","0403AND0164_DH_20150824T090000","1",2015-08-24,"dp","lab","NYSDEC",NA,"probe/sensor","as n",15.1,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0801-9999","0801ROU5512_DH","0801ROU5512_DH_20120919T183634","1",2012-09-19,"dp","lab","NYSDEC",NA,"probe/sensor","as n",11,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20210718T103000","1",2021-07-18,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",54.319,0.03,"A","Accepted"
"ammonia","total","ug/l","1201-9999","1201UWB5549_DH","1201UWB5549_DH_20200729T143000","1",2020-07-29,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",31,0.01,"A","Accepted"
"ammonia","total","ug/l","1302-9999","1302BLU0122A_C","1302BLU0122A_C_20150719T080100","1",2015-07-19,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0501-9999","0501UWB5107_DH","0501UWB5107_DH_20180612T145500","1",2018-06-12,"dp","lab","NYSDEC",NA,"probe/sensor","as n",6.6,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20170828T090900","1",2017-08-28,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",45,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306MIL0515_DH","1306MIL0515_DH_20180620T165000","1",2018-06-20,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",6.9,0.005,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20230828T090500","1",2023-08-28,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",33.118,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906UWB5014_C","0906UWB5014_C_20140920T130000","1",2014-09-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20230826T104500","1",2023-08-26,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",185.845,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20121020T114000","1",2012-10-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",18.923,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20210828T102000","1",2021-08-28,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,0.03,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20220704T091000","1",2022-07-04,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",29.381,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1308-9999","1308WILXXX1A_DH","1308WILXXX1A_DH_20180815T120000","1",2018-08-15,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",9.5,0.005,"A","Accepted"
"ammonia","total","ug/l","1401-9999","1401WHI0117_C","1401WHI0117_C_20230905T090500","1",2023-09-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",92.246,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906UWB5014_C","0906UWB5014_C_20140824T153000","1",2014-08-24,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20180624T000000","1",2018-06-23,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",95,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0801-9999","0801LOW0594_DH","0801LOW0594_DH_20230711T132500","1",2023-07-11,"ow","lab","NYSDEC",NA,"grab","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","0501-9999","0501UWB5107_DH","0501UWB5107_DH_20180612T145500","1",2018-06-12,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",6.6,0.005,"A","Accepted"
"ammonia","total","ug/l","1302-9999","1302BLU0122A_C","1302BLU0122A_C_20160611T162300","1",2016-06-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",29,56,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20190908T092000","1",2019-09-08,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",82,0.03,"A","Accepted"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20100704T091100","1",2010-07-04,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",29,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20130707T103000","1",2013-07-07,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0201-9999","0201SCI0090B_DH","0201SCI0090B_DH_20170911T135000","1",2017-09-11,"dp","lab","NYSDEC",NA,"probe/sensor","as n",28,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20110820T085500","1",2011-08-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",16,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1202-9999","1202UWB0589A_C","1202UWB0589A_C_20140702T105000","1",2014-07-02,"dp","lab","NYSDEC",NA,"probe/sensor","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20100827T144500","1",2010-08-27,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",27,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20120823T182500","1",2012-08-23,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",108.912,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20170910T091800","1",2017-09-10,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",103,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0603-9999","0603GREXXX1_DH","0603GREXXX1_DH_20180905T160000","1",2018-09-05,"dp","lab","NYSDEC",NA,"probe/sensor","as n",28,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1401-9999","1401WHI0117_C","1401WHI0117_C_20230611T080700","1",2023-06-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",82.41,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20170912T073800","1",2017-09-12,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",132,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1702-9999","1702IND5821_DH","1702IND5821_DH_20180801T084800","1",2018-08-01,"dp","lab","NYSDEC",NA,"probe/sensor","as n",31.8,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0101-9999","0101DEL0025_DH","0101DEL0025_DH_20160818T083242","1",2016-08-18,"dp","lab","NYSDEC",NA,"probe/sensor","as n",14.4,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0102-9999","0102UWB5214_C","0102UWB5214_C_20220917T090000","1",2022-09-17,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",32.845,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20220820T091500","1",2022-08-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.01,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20220925T090000","1",2022-09-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.01,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20230717T172000","1",2023-07-17,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",51.369,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306UWB0464B_C","1306UWB0464B_C_20180812T000000","1",2018-08-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",282,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20220704T094500","1",2022-07-04,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.01,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503ERW0023B_DH","0503ERW0023B_DH_20180613T081000","1",2018-06-13,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.005,"U","Non-detect"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20100725T085000","1",2010-07-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",18,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20160817T000000","1",2016-08-16,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,56,"U","Non-detect"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20100808T094500","1",2010-08-08,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",29,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20230703T104500","1",2023-07-03,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",166.009,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0402-9999","0402DEW5227_DH","0402DEW5227_DH_20110802T050000","1",2011-08-02,"ow","lab","NYSDEC",NA,"unknown","as n",0,NA,"U","Non-detect"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20180916T000000","1",2018-09-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",31,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20100815T060000","1",2010-08-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",19,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20100627T092100","1",2010-06-27,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",14,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1308-9999","1308WILXXX1A_DH","1308WILXXX1A_DH_20180718T113000","1",2018-07-18,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",8.1,0.005,"A","Accepted"
"ammonia","total","ug/l","0801-9999","0801BEL0423_DH","0801BEL0423_DH_20120814T155000","1",2012-08-14,"dp","lab","NYSDEC",NA,"probe/sensor","as n",34,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302BLU0122A_C","1302BLU0122A_C_20160904T083400","1",2016-09-04,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",15,56,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20200821T091600","1",2020-08-21,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",36.6,0.03,"A","Accepted"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20120714T085500","1",2012-07-14,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",34,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1201-9999","1201UWBXXX3_DH","1201UWBXXX3_DH_20200729T160000","1",2020-07-29,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","0202-9999","0202UWB5581_C","0202UWB5581_C_20120625T000000","1",2012-06-24,"dp","lab","NYSDEC",NA,"probe/sensor","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1702-9999","1702PEL1072_DH","1702PEL1072_DH_20180801T011600","1",2018-07-31,"dp","lab","NYSDEC",NA,"probe/sensor","as n",52.8,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20150823T103500","1",2015-08-23,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",58,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20190617T093000","1",2019-06-17,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",72.1,0.03,"A","Accepted"
"ammonia","total","ug/l","0602-9999","0602COO5406_DH","0602COO5406_DH_20230816T082000","1",2023-08-16,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",14,0.01,"A","Accepted"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20190822T120000","1",2019-08-22,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",36.1,0.03,"A","Accepted"
"ammonia","total","ug/l","1702-9999","1702CRA1063D_DH","1702CRA1063D_DH_20230613T134500","1",2023-06-13,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20150921T103500","1",2015-09-21,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",74,NA,"0","Data not flagged (quality control not applicable or historic data)
"
